system_base,system_variant,management_months,system_climate,system_subclimate,climate_zone,climate_moisture,animal_type,animal_subtype,MCF_pct,EF3,EF4,EF5,frac_gas,frac_leach
liquid_slurry,without_natural_crust_cover,4,warm,temperate,zone_dry,dry,cattle,beef,32,0,0.005,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,4,warm,tropical,zone_montane,wet,cattle,beef,50,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,4,warm,tropical,zone_wet,wet,cattle,beef,67,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,4,warm,tropical,zone_moist,wet,cattle,beef,64,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,4,warm,tropical,zone_dry,dry,cattle,beef,68,0,0.005,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,6,cool,temperate,zone_wet,wet,cattle,beef,21,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,6,cool,temperate,zone_dry,dry,cattle,beef,26,0,0.005,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,6,cool,boreal,zone_wet,wet,cattle,beef,14,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,6,cool,boreal,zone_dry,dry,cattle,beef,14,0,0.005,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,6,warm,temperate,zone_wet,wet,cattle,beef,37,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,6,warm,temperate,zone_dry,dry,cattle,beef,41,0,0.005,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,6,warm,tropical,zone_montane,wet,cattle,beef,59,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,6,warm,tropical,zone_wet,wet,cattle,beef,76,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,6,warm,tropical,zone_moist,wet,cattle,beef,73,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,6,warm,tropical,zone_dry,dry,cattle,beef,74,0,0.005,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,12,cool,temperate,zone_wet,wet,cattle,beef,31,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,12,cool,temperate,zone_dry,dry,cattle,beef,42,0,0.005,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,12,cool,boreal,zone_wet,wet,cattle,beef,21,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,12,cool,boreal,zone_dry,dry,cattle,beef,20,0,0.005,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,12,warm,temperate,zone_wet,wet,cattle,beef,55,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,12,warm,temperate,zone_dry,dry,cattle,beef,64,0,0.005,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,12,warm,tropical,zone_montane,wet,cattle,beef,73,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,12,warm,tropical,zone_wet,wet,cattle,beef,80,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,12,warm,tropical,zone_moist,wet,cattle,beef,80,0,0.014,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,12,warm,tropical,zone_dry,dry,cattle,beef,80,0,0.005,0.011,0.48,0
liquid_slurry,without_natural_crust_cover,1,cool,temperate,zone_wet,wet,cattle,beef,6,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,1,cool,temperate,zone_dry,dry,cattle,beef,8,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,1,cool,boreal,zone_wet,wet,cattle,beef,4,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,1,cool,boreal,zone_dry,dry,cattle,beef,4,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,1,warm,temperate,zone_wet,wet,cattle,beef,13,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,1,warm,temperate,zone_dry,dry,cattle,beef,15,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,1,warm,tropical,zone_montane,wet,cattle,beef,25,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,1,warm,tropical,zone_wet,wet,cattle,beef,38,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,1,warm,tropical,zone_moist,wet,cattle,beef,36,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,1,warm,tropical,zone_dry,dry,cattle,beef,42,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,3,cool,temperate,zone_wet,wet,cattle,beef,12,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,3,cool,temperate,zone_dry,dry,cattle,beef,16,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,3,cool,boreal,zone_wet,wet,cattle,beef,8,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,3,cool,boreal,zone_dry,dry,cattle,beef,8,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,3,warm,temperate,zone_wet,wet,cattle,beef,24,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,3,warm,temperate,zone_dry,dry,cattle,beef,28,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,3,warm,tropical,zone_montane,wet,cattle,beef,43,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,3,warm,tropical,zone_wet,wet,cattle,beef,61,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,3,warm,tropical,zone_moist,wet,cattle,beef,57,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,3,warm,tropical,zone_dry,dry,cattle,beef,62,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,4,cool,temperate,zone_wet,wet,cattle,beef,15,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,4,cool,temperate,zone_dry,dry,cattle,beef,19,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,4,cool,boreal,zone_wet,wet,cattle,beef,9,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,4,cool,boreal,zone_dry,dry,cattle,beef,9,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,4,warm,temperate,zone_wet,wet,cattle,beef,29,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,4,warm,temperate,zone_dry,dry,cattle,beef,32,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,4,warm,tropical,zone_montane,wet,cattle,beef,50,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,4,warm,tropical,zone_wet,wet,cattle,beef,67,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,4,warm,tropical,zone_moist,wet,cattle,beef,64,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,4,warm,tropical,zone_dry,dry,cattle,beef,68,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,6,cool,temperate,zone_wet,wet,cattle,beef,21,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,6,cool,temperate,zone_dry,dry,cattle,beef,26,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,6,cool,boreal,zone_wet,wet,cattle,beef,14,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,6,cool,boreal,zone_dry,dry,cattle,beef,14,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,6,warm,temperate,zone_wet,wet,cattle,beef,37,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,6,warm,temperate,zone_dry,dry,cattle,beef,41,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,6,warm,tropical,zone_montane,wet,cattle,beef,59,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,6,warm,tropical,zone_wet,wet,cattle,beef,76,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,6,warm,tropical,zone_moist,wet,cattle,beef,73,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,6,warm,tropical,zone_dry,dry,cattle,beef,74,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,12,cool,temperate,zone_wet,wet,cattle,beef,31,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,12,cool,temperate,zone_dry,dry,cattle,beef,42,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,12,cool,boreal,zone_wet,wet,cattle,beef,21,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,12,cool,boreal,zone_dry,dry,cattle,beef,20,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,12,warm,temperate,zone_wet,wet,cattle,beef,55,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,12,warm,temperate,zone_dry,dry,cattle,beef,64,0,0.005,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,12,warm,tropical,zone_montane,wet,cattle,beef,73,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,12,warm,tropical,zone_wet,wet,cattle,beef,80,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,12,warm,tropical,zone_moist,wet,cattle,beef,80,0,0.014,0.011,0.1,0
liquid_slurry,without_natural_crust_cover,12,warm,tropical,zone_dry,dry,cattle,beef,80,0,0.005,0.011,0.1,0
pit_storage,below_animal_confinements,1,cool,temperate,zone_wet,wet,cattle,beef,6,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,1,cool,temperate,zone_dry,dry,cattle,beef,8,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,1,cool,boreal,zone_wet,wet,cattle,beef,4,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,1,cool,boreal,zone_dry,dry,cattle,beef,4,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,1,warm,temperate,zone_wet,wet,cattle,beef,13,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,1,warm,temperate,zone_dry,dry,cattle,beef,15,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,1,warm,tropical,zone_montane,wet,cattle,beef,25,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,1,warm,tropical,zone_wet,wet,cattle,beef,38,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,1,warm,tropical,zone_moist,wet,cattle,beef,36,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,1,warm,tropical,zone_dry,dry,cattle,beef,42,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,3,cool,temperate,zone_wet,wet,cattle,beef,12,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,3,cool,temperate,zone_dry,dry,cattle,beef,16,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,3,cool,boreal,zone_wet,wet,cattle,beef,8,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,3,cool,boreal,zone_dry,dry,cattle,beef,8,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,3,warm,temperate,zone_wet,wet,cattle,beef,24,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,3,warm,temperate,zone_dry,dry,cattle,beef,28,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,3,warm,tropical,zone_montane,wet,cattle,beef,43,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,3,warm,tropical,zone_wet,wet,cattle,beef,61,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,3,warm,tropical,zone_moist,wet,cattle,beef,57,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,3,warm,tropical,zone_dry,dry,cattle,beef,62,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,4,cool,temperate,zone_wet,wet,cattle,beef,15,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,4,cool,temperate,zone_dry,dry,cattle,beef,19,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,4,cool,boreal,zone_wet,wet,cattle,beef,9,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,4,cool,boreal,zone_dry,dry,cattle,beef,9,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,4,warm,temperate,zone_wet,wet,cattle,beef,29,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,4,warm,temperate,zone_dry,dry,cattle,beef,32,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,4,warm,tropical,zone_montane,wet,cattle,beef,50,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,4,warm,tropical,zone_wet,wet,cattle,beef,67,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,4,warm,tropical,zone_moist,wet,cattle,beef,64,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,4,warm,tropical,zone_dry,dry,cattle,beef,68,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,6,cool,temperate,zone_wet,wet,cattle,beef,21,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,6,cool,temperate,zone_dry,dry,cattle,beef,26,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,6,cool,boreal,zone_wet,wet,cattle,beef,14,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,6,cool,boreal,zone_dry,dry,cattle,beef,14,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,6,warm,temperate,zone_wet,wet,cattle,beef,37,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,6,warm,temperate,zone_dry,dry,cattle,beef,41,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,6,warm,tropical,zone_montane,wet,cattle,beef,59,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,6,warm,tropical,zone_wet,wet,cattle,beef,76,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,6,warm,tropical,zone_moist,wet,cattle,beef,73,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,6,warm,tropical,zone_dry,dry,cattle,beef,74,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,12,cool,temperate,zone_wet,wet,cattle,beef,31,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,12,cool,temperate,zone_dry,dry,cattle,beef,42,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,12,cool,boreal,zone_wet,wet,cattle,beef,21,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,12,cool,boreal,zone_dry,dry,cattle,beef,20,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,12,warm,temperate,zone_wet,wet,cattle,beef,55,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,12,warm,temperate,zone_dry,dry,cattle,beef,64,0,0.005,0.011,0.25,0
pit_storage,below_animal_confinements,12,warm,tropical,zone_montane,wet,cattle,beef,73,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,12,warm,tropical,zone_wet,wet,cattle,beef,80,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,12,warm,tropical,zone_moist,wet,cattle,beef,80,0,0.014,0.011,0.25,0
pit_storage,below_animal_confinements,12,warm,tropical,zone_dry,dry,cattle,beef,80,0,0.005,0.011,0.25,0
deep_bedding,no_mixing,<1,cool,,,default,cattle,beef,2.75,0.01,0.01,0.011,0.25,0.035
deep_bedding,no_mixing,<1,cool,,,wet,cattle,beef,2.75,0.01,0.014,0.011,0.25,0.035
deep_bedding,no_mixing,<1,cool,,,dry,cattle,beef,2.75,0.01,0.005,0.011,0.25,0.035
deep_bedding,no_mixing,<1,temperate,,,default,cattle,beef,6.5,0.01,0.01,0.011,0.25,0.035
deep_bedding,no_mixing,<1,temperate,,,wet,cattle,beef,6.5,0.01,0.014,0.011,0.25,0.035
deep_bedding,no_mixing,<1,temperate,,,dry,cattle,beef,6.5,0.01,0.005,0.011,0.25,0.035
deep_bedding,no_mixing,<1,warm,,,default,cattle,beef,18,0.01,0.01,0.011,0.25,0.035
deep_bedding,no_mixing,<1,warm,,,wet,cattle,beef,18,0.01,0.014,0.011,0.25,0.035
deep_bedding,no_mixing,<1,warm,,,dry,cattle,beef,18,0.01,0.005,0.011,0.25,0.035
deep_bedding,no_mixing,>1,cool,temperate,zone_wet,wet,cattle,beef,21,0.01,0.014,0.011,0.25,0.035
deep_bedding,no_mixing,>1,cool,temperate,zone_dry,dry,cattle,beef,26,0.01,0.005,0.011,0.25,0.035
deep_bedding,no_mixing,>1,cool,boreal,zone_wet,wet,cattle,beef,14,0.01,0.014,0.011,0.25,0.035
deep_bedding,no_mixing,>1,cool,boreal,zone_dry,dry,cattle,beef,14,0.01,0.005,0.011,0.25,0.035
deep_bedding,no_mixing,>1,warm,temperate,zone_wet,wet,cattle,beef,37,0.01,0.014,0.011,0.25,0.035
deep_bedding,no_mixing,>1,warm,temperate,zone_dry,dry,cattle,beef,41,0.01,0.005,0.011,0.25,0.035
deep_bedding,no_mixing,>1,warm,tropical,zone_montane,wet,cattle,beef,59,0.01,0.014,0.011,0.25,0.035
deep_bedding,no_mixing,>1,warm,tropical,zone_wet,wet,cattle,beef,76,0.01,0.014,0.011,0.25,0.035
deep_bedding,no_mixing,>1,warm,tropical,zone_moist,wet,cattle,beef,73,0.01,0.014,0.011,0.25,0.035
deep_bedding,no_mixing,>1,warm,tropical,zone_dry,dry,cattle,beef,74,0.01,0.005,0.011,0.25,0.035
deep_bedding,active_mixing,>1,cool,,,default,cattle,beef,2.75,0.07,0.01,0.011,0.25,0.035
deep_bedding,active_mixing,>1,cool,,,wet,cattle,beef,2.75,0.07,0.014,0.011,0.25,0.035
deep_bedding,active_mixing,>1,cool,,,dry,cattle,beef,2.75,0.07,0.005,0.011,0.25,0.035
deep_bedding,active_mixing,>1,temperate,,,default,cattle,beef,6.5,0.07,0.01,0.011,0.25,0.035
deep_bedding,active_mixing,>1,temperate,,,wet,cattle,beef,6.5,0.07,0.014,0.011,0.25,0.035
deep_bedding,active_mixing,>1,temperate,,,dry,cattle,beef,6.5,0.07,0.005,0.011,0.25,0.035
deep_bedding,active_mixing,>1,warm,,,default,cattle,beef,18,0.07,0.01,0.011,0.25,0.035
deep_bedding,active_mixing,>1,warm,,,wet,cattle,beef,18,0.07,0.014,0.011,0.25,0.035
deep_bedding,active_mixing,>1,warm,,,dry,cattle,beef,18,0.07,0.005,0.011,0.25,0.035
deep_bedding,active_mixing,>1,cool,temperate,zone_wet,wet,cattle,beef,21,0.07,0.014,0.011,0.25,0.035
deep_bedding,active_mixing,>1,cool,temperate,zone_dry,dry,cattle,beef,26,0.07,0.005,0.011,0.25,0.035
deep_bedding,active_mixing,>1,cool,boreal,zone_wet,wet,cattle,beef,14,0.07,0.014,0.011,0.25,0.035
deep_bedding,active_mixing,>1,cool,boreal,zone_dry,dry,cattle,beef,14,0.07,0.005,0.011,0.25,0.035
deep_bedding,active_mixing,>1,warm,temperate,zone_wet,wet,cattle,beef,37,0.07,0.014,0.011,0.25,0.035
deep_bedding,active_mixing,>1,warm,temperate,zone_dry,dry,cattle,beef,41,0.07,0.005,0.011,0.25,0.035
deep_bedding,active_mixing,>1,warm,tropical,zone_montane,wet,cattle,beef,59,0.07,0.014,0.011,0.25,0.035
deep_bedding,active_mixing,>1,warm,tropical,zone_wet,wet,cattle,beef,76,0.07,0.014,0.011,0.25,0.035
deep_bedding,active_mixing,>1,warm,tropical,zone_moist,wet,cattle,beef,73,0.07,0.014,0.011,0.25,0.035
deep_bedding,active_mixing,>1,warm,tropical,zone_dry,dry,cattle,beef,74,0.07,0.005,0.011,0.25,0.035
solid_storage,,,cool,,,default,cattle,beef,2,0.01,0.01,0.011,0.45,0.02
solid_storage,,,cool,,,wet,cattle,beef,2,0.01,0.014,0.011,0.45,0.02
solid_storage,,,cool,,,dry,cattle,beef,2,0.01,0.005,0.011,0.45,0.02
solid_storage,,,temperate,,,default,cattle,beef,4,0.01,0.01,0.011,0.45,0.02
solid_storage,,,temperate,,,wet,cattle,beef,4,0.01,0.014,0.011,0.45,0.02
solid_storage,,,temperate,,,dry,cattle,beef,4,0.01,0.005,0.011,0.45,0.02
solid_storage,,,warm,,,default,cattle,beef,5,0.01,0.01,0.011,0.45,0.02
solid_storage,,,warm,,,wet,cattle,beef,5,0.01,0.014,0.011,0.45,0.02
solid_storage,,,warm,,,dry,cattle,beef,5,0.01,0.005,0.011,0.45,0.02
solid_storage,covered_compacted,,cool,,,wet,cattle,beef,2,0.01,0.01,0.011,0.22,0
solid_storage,covered_compacted,,cool,,,wet,cattle,beef,2,0.01,0.014,0.011,0.22,0
solid_storage,covered_compacted,,cool,,,dry,cattle,beef,2,0.01,0.005,0.011,0.22,0
solid_storage,covered_compacted,,temperate,,,wet,cattle,beef,4,0.01,0.01,0.011,0.22,0
solid_storage,covered_compacted,,temperate,,,wet,cattle,beef,4,0.01,0.014,0.011,0.22,0
solid_storage,covered_compacted,,temperate,,,dry,cattle,beef,4,0.01,0.005,0.011,0.22,0
solid_storage,covered_compacted,,warm,,,wet,cattle,beef,5,0.01,0.01,0.011,0.22,0
solid_storage,covered_compacted,,warm,,,wet,cattle,beef,5,0.01,0.014,0.011,0.22,0
solid_storage,covered_compacted,,warm,,,dry,cattle,beef,5,0.01,0.005,0.011,0.22,0
solid_storage,bulking_agent_addition,,cool,,,default,cattle,beef,0.5,0.005,0.01,0.011,0.58,0.02
solid_storage,bulking_agent_addition,,cool,,,wet,cattle,beef,0.5,0.005,0.014,0.011,0.58,0.02
solid_storage,bulking_agent_addition,,cool,,,dry,cattle,beef,0.5,0.005,0.005,0.011,0.58,0.02
solid_storage,bulking_agent_addition,,temperate,,,default,cattle,beef,1,0.005,0.01,0.011,0.58,0.02
solid_storage,bulking_agent_addition,,temperate,,,wet,cattle,beef,1,0.005,0.014,0.011,0.58,0.02
solid_storage,bulking_agent_addition,,temperate,,,dry,cattle,beef,1,0.005,0.005,0.011,0.58,0.02
solid_storage,bulking_agent_addition,,warm,,,default,cattle,beef,1.5,0.005,0.01,0.011,0.58,0.02
solid_storage,bulking_agent_addition,,warm,,,wet,cattle,beef,1.5,0.005,0.014,0.011,0.58,0.02
solid_storage,bulking_agent_addition,,warm,,,dry,cattle,beef,1.5,0.005,0.005,0.011,0.58,0.02
solid_storage,additives,,cool,,,default,cattle,beef,1,0.005,0.01,0.011,0.17,0.02
solid_storage,additives,,cool,,,wet,cattle,beef,1,0.005,0.014,0.011,0.17,0.02
solid_storage,additives,,cool,,,dry,cattle,beef,1,0.005,0.005,0.011,0.17,0.02
solid_storage,additives,,temperate,,,default,cattle,beef,2,0.005,0.01,0.011,0.17,0.02
solid_storage,additives,,temperate,,,wet,cattle,beef,2,0.005,0.014,0.011,0.17,0.02
solid_storage,additives,,temperate,,,dry,cattle,beef,2,0.005,0.005,0.011,0.17,0.02
solid_storage,additives,,warm,,,default,cattle,beef,2.5,0.005,0.01,0.011,0.17,0.02
solid_storage,additives,,warm,,,wet,cattle,beef,2.5,0.005,0.014,0.011,0.17,0.02
solid_storage,additives,,warm,,,dry,cattle,beef,2.5,0.005,0.005,0.011,0.17,0.02
dry_lot,,,cool,,,default,cattle,beef,1,0.02,0.01,0.011,0.3,0.035
dry_lot,,,cool,,,wet,cattle,beef,1,0.02,0.014,0.011,0.3,0.035
dry_lot,,,cool,,,dry,cattle,beef,1,0.02,0.005,0.011,0.3,0.035
dry_lot,,,temperate,,,default,cattle,beef,1.5,0.02,0.01,0.011,0.3,0.035
dry_lot,,,temperate,,,wet,cattle,beef,1.5,0.02,0.014,0.011,0.3,0.035
dry_lot,,,temperate,,,dry,cattle,beef,1.5,0.02,0.005,0.011,0.3,0.035
dry_lot,,,warm,,,default,cattle,beef,2,0.02,0.01,0.011,0.3,0.035
dry_lot,,,warm,,,wet,cattle,beef,2,0.02,0.014,0.011,0.3,0.035
dry_lot,,,warm,,,dry,cattle,beef,2,0.02,0.005,0.011,0.3,0.035
daily_spread,,,cool,,,default,cattle,beef,1,0,0.01,0.011,0.07,0
daily_spread,,,cool,,,wet,cattle,beef,1,0,0.014,0.011,0.07,0
daily_spread,,,cool,,,dry,cattle,beef,1,0,0.005,0.011,0.07,0
daily_spread,,,temperate,,,default,cattle,beef,1.5,0,0.01,0.011,0.07,0
daily_spread,,,temperate,,,wet,cattle,beef,1.5,0,0.014,0.011,0.07,0
daily_spread,,,temperate,,,dry,cattle,beef,1.5,0,0.005,0.011,0.07,0
daily_spread,,,warm,,,default,cattle,beef,2,0,0.01,0.011,0.07,0
daily_spread,,,warm,,,wet,cattle,beef,2,0,0.014,0.011,0.07,0
daily_spread,,,warm,,,dry,cattle,beef,2,0,0.005,0.011,0.07,0
composting,vessel,,cool,,,default,cattle,beef,50,0.006,0.01,0.011,0.6,0
composting,vessel,,cool,,,wet,cattle,beef,50,0.006,0.014,0.011,0.6,0
composting,vessel,,cool,,,dry,cattle,beef,50,0.006,0.005,0.011,0.6,0
composting,vessel,,temperate,,,default,cattle,beef,50,0.006,0.01,0.011,0.6,0
composting,vessel,,temperate,,,wet,cattle,beef,50,0.006,0.014,0.011,0.6,0
composting,vessel,,temperate,,,dry,cattle,beef,50,0.006,0.005,0.011,0.6,0
composting,vessel,,warm,,,default,cattle,beef,50,0.006,0.01,0.011,0.6,0
composting,vessel,,warm,,,wet,cattle,beef,50,0.006,0.014,0.011,0.6,0
composting,vessel,,warm,,,dry,cattle,beef,50,0.006,0.005,0.011,0.6,0
composting,static_pile,,cool,,,default,cattle,beef,1,0.01,0.01,0.011,0.65,0.06
composting,static_pile,,cool,,,wet,cattle,beef,1,0.01,0.014,0.011,0.65,0.06
composting,static_pile,,cool,,,dry,cattle,beef,1,0.01,0.005,0.011,0.65,0.06
composting,static_pile,,temperate,,,default,cattle,beef,2,0.01,0.01,0.011,0.65,0.06
composting,static_pile,,temperate,,,wet,cattle,beef,2,0.01,0.014,0.011,0.65,0.06
composting,static_pile,,temperate,,,dry,cattle,beef,2,0.01,0.005,0.011,0.65,0.06
composting,static_pile,,warm,,,default,cattle,beef,2.5,0.01,0.01,0.011,0.65,0.06
composting,static_pile,,warm,,,wet,cattle,beef,2.5,0.01,0.014,0.011,0.65,0.06
composting,static_pile,,warm,,,dry,cattle,beef,2.5,0.01,0.005,0.011,0.65,0.06
composting,intensive_windrow,,cool,,,default,cattle,beef,0.5,0.005,0.01,0.011,0.65,0.06
composting,intensive_windrow,,cool,,,wet,cattle,beef,0.5,0.005,0.014,0.011,0.65,0.06
composting,intensive_windrow,,cool,,,dry,cattle,beef,0.5,0.005,0.005,0.011,0.65,0.06
composting,intensive_windrow,,temperate,,,default,cattle,beef,1,0.005,0.01,0.011,0.65,0.06
composting,intensive_windrow,,temperate,,,wet,cattle,beef,1,0.005,0.014,0.011,0.65,0.06
composting,intensive_windrow,,temperate,,,dry,cattle,beef,1,0.005,0.005,0.011,0.65,0.06
composting,intensive_windrow,,warm,,,default,cattle,beef,1.5,0.005,0.01,0.011,0.65,0.06
composting,intensive_windrow,,warm,,,wet,cattle,beef,1.5,0.005,0.014,0.011,0.65,0.06
composting,intensive_windrow,,warm,,,dry,cattle,beef,1.5,0.005,0.005,0.011,0.65,0.06
composting,passive_windrow,,cool,,,default,cattle,beef,1,0.005,0.01,0.011,0.6,0.04
composting,passive_windrow,,cool,,,wet,cattle,beef,1,0.005,0.014,0.011,0.6,0.04
composting,passive_windrow,,cool,,,dry,cattle,beef,1,0.005,0.005,0.011,0.6,0.04
composting,passive_windrow,,temperate,,,default,cattle,beef,2,0.005,0.01,0.011,0.6,0.04
composting,passive_windrow,,temperate,,,wet,cattle,beef,2,0.005,0.014,0.011,0.6,0.04
composting,passive_windrow,,temperate,,,dry,cattle,beef,2,0.005,0.005,0.011,0.6,0.04
composting,passive_windrow,,warm,,,default,cattle,beef,2.5,0.005,0.01,0.011,0.6,0.04
