ingredient_type,ingredient,MS_pct,ASH_pct,CP_pct,EE_pct,NDF_pct,DE_pct,ED_kcalkg,swine_ME_kcal_kg,poultry_ME_kcal_kg
concentrate,iron_sulfate_ii_monohydrated,100,0,0,0,0,NA,4140,0,0
concentrate,iron_sulfate_ii_heptahydrated,100,0,0,0,0,NA,4140,0,0
concentrate,iron_carbonate_ii_siderita,99.5,0,0,0,0,NA,4140,0,0
concentrate,manganose_sulfate_monohydrated,99.5,0,0,0,0,NA,4140,0,0
concentrate,manganese_oxide_ii,99.5,0,0,0,0,NA,4140,0,0
concentrate,dimanganese_trihydroxychlorur,100,0,0,0,0,NA,4140,0,0
concentrate,potaisum_iodine,100,0,0,0,0,NA,4140,0,0
concentrate,calcium_iodate_anhydrous,100,0,0,0,0,NA,4140,0,0
concentrate,cobalt_ii_acetate_tetrahydrate,100,0,0,0,0,NA,4140,0,0
concentrate,cobalt_ii_carbonate,100,0,0,0,0,NA,4140,0,0
concentrate,coated_granulated_cobalt_ii_carbonate,100,0,0,0,0,NA,4140,0,0
concentrate,sodium_selenite,100,0,0,0,0,NA,4140,0,0
concentrate,sodium_molybdate,100,0,0,0,0,NA,4140,0,0
forage,alfalfa_hay_excellent,88.9,11.47,21.15,2.63,39.93,NA,4099.85,0,0
forage,alfalfa_hay_first,90.9,11.11,19.36,2.32,47.19,58.4,4071.48,0,0
forage,alfalfa_hay_second,90.4,11.17,17.59,2.21,54.31,57,4036.13,0,0
forage,alfalfa_hay_third,90,11.09,15.67,2.07,62.22,NA,4003.01,0,0
forage,alfalfa_hay_fourth,90.7,11.91,14.77,1.65,68.03,NA,3929.91,0,0
forage,ryegrass_hay_excellent,91.9,13.06,22.31,2.03,45.59,NA,4013.69,0,0
forage,ryegrass_hay_first,90.5,13.92,20.66,2.51,53.15,NA,3977.98,0,0
forage,ryegrass_hay_second,89.1,11.78,16.5,2.33,59.15,60,3999.66,0,0
forage,ryegrass_hay_third,89.1,9.43,11.78,2.21,64.98,60,4025.54,0,0
forage,ryegrass_hay_fourth,88.7,9.81,11.95,2.46,71.48,61.7,4025.37,0,0
forage,ryegrass_hay_fifth,89.1,10.33,10.55,1.66,79.24,NA,3936.69,0,0
forage,vetch_hay_excellent,89.2,10.25,18.61,0,40.81,NA,3968.15,0,0
forage,vetch_hay_first,89.3,9.19,16.46,0,47.93,NA,3982.54,0,0
forage,vetch_hay_second,89.1,9.09,12.46,0,55.89,NA,3926.94,0,0
forage,vetch_hay_third,90.6,7.25,10.88,0,63.69,60.9,3984.2,0,0
forage,corn_silage_lt20,100,7.28,8.78,4.54,54.8,NA,4205.62,0,0
forage,corn_silage_20_25,100,6.31,8.41,4.35,54.2,NA,4232.11,0,0
forage,corn_silage_25_30,100,4.51,7.68,4.4,56.1,68.6,4303.16,0,0
forage,corn_silage_30_35,100,4.18,7.13,4.2,57.6,NA,4298.23,0,0
forage,corn_silage_gt35,100,4.01,6.95,3.76,52.9,NA,4278.37,0,0
forage,sorghum_silage_lt20,100,8.7,11.2,2.93,54.1,NA,4089.28,0,0
forage,sorghum_silage_20_25,100,8.74,8.79,2.95,54.7,NA,4052.49,0,0
forage,sorghum_silage_25_30,100,8.07,8.37,2.65,56.1,60.3,4058.87,0,0
forage,sorghum_silage_30_35,100,11,8.25,2.9,61.4,NA,3942.15,0,0
forage,sorghum_silage_gt35,100,10.6,8.25,2.54,58.9,NA,3939.59,0,0
forage,oat_silage_20_25,100,9.58,10.1,4.1,58,NA,4099.58,0,0
forage,oat_silage_25_30,100,9.07,8.91,3.6,58.6,60.9,4076.17,0,0
forage,oat_silage_30_35,100,7.57,8.32,3.4,40.5,NA,4122.12,0,0
forage,oat_silage_gt35,100,7.17,8.66,3.1,46,NA,4128.02,0,0
forage,barley_silage_lt20,100,12.2,14,2.9,52.1,NA,3975.6,0,0
forage,barley_silage_20_25,100,9.16,10.6,4.52,59.3,NA,4149.08,0,0
forage,barley_silage_25_30,100,8.55,12.7,3.47,65.2,61.1,4148.62,0,0
forage,barley_silage_30_35,100,7.58,9.57,3.34,41.1,NA,4137.07,0,0
forage,barley_silage_gt35,100,7.76,9.29,2.71,46.7,NA,4089.67,0,0
forage,wheat_silage_lt20,100,8.37,10.8,7.66,52.5,NA,4362.68,0,0
forage,wheat_silage_20_25,100,8.7,9.9,5,59,NA,4185.7,0,0
forage,wheat_silage_25_30,100,8.39,9.14,3.97,64.8,55,4130.26,0,0
forage,wheat_silage_30_35,100,6.43,9.31,3.41,39.2,NA,4187.69,0,0
forage,wheat_silage_gt35,100,6.62,8.4,2.63,45.5,NA,4122,0,0
forage,triticale_silage_lt20,100,10.3,13.9,2.87,51.8,NA,4056.02,0,0
forage,triticale_silage_20_25,100,9.49,11.3,4.42,57.9,NA,4139.46,0,0
forage,triticale_silage_25_30,100,8.9,10.4,5.21,63.7,56,4196.16,0,0
forage,triticale_silage_30_35,100,8.11,10.4,3.96,68.7,NA,4160.92,0,0
forage,triticale_silage_gt35,100,6.07,8.58,2.98,50,NA,4168.5,0,0
forage,ryegrass_fresh_excellent,100,12.4,19.7,3.99,41.5,NA,4113.34,0,0
forage,ryegrass_fresh_first,100,12.8,14.4,3.23,40.4,62.7,3973.68,0,0
forage,ryegrass_fresh_second,100,13.2,12,2.56,41.9,65.7,3882.56,0,0
forage,ryegrass_fresh_third,100,12.4,10.4,2.29,0,60,3878.64,0,0
forage,ryegrass_fresh_fourth,100,14.4,8,2.33,0,60,3756.88,0,0
forage,ryegrass_silage_excellent,100,12.2,18.6,6.8,0,NA,4263,0,0
forage,ryegrass_silage_first,100,11.9,15.8,3.37,0,NA,4042.12,0,0
forage,ryegrass_silage_second,100,11.1,12.7,3,52.5,70,4010.1,0,0
forage,ryegrass_silage_third,100,11.4,11.7,2.2,0,NA,3937.1,0,0
forage,ryegrass_silage_fourth,100,10.2,10.7,2.76,0,NA,4006.26,0,0
forage,grass_silage_excellent,100,15.5,18.6,2.8,0,NA,3893.8,0,0
forage,grass_silage_first,100,11.4,15.9,2.7,0,NA,4028.1,0,0
forage,grass_silage_second,100,10.5,14.4,2.7,0,NA,4045.2,0,0
forage,grass_silage_third,100,9.8,13.1,2.6,0,66,4050.9,0,0
forage,grass_silage_fourth,100,9.1,10.7,2.6,0,NA,4045.7,0,0
forage,grass_silage_fifth,100,11.4,9.5,2.5,0,NA,3920.9,0,0
forage,rapeseed_silage,100,13.2,12.8,4.35,0,NA,3994.8,0,0
forage,sunflower_silage_lt20,100,10.4,11.2,6.8,0,NA,4231.2,0,0
forage,sunflower_silage_20_25,100,9.33,10.5,11.6,0,NA,4536.58,0,0
forage,sunflower_silage_gt25,100,9.2,10.3,13.2,0,NA,4628.9,0,0
concentrate,mycotoxin_adsorbent,100,0,0,0,0,0,4140,0,0
forage,cereals_silage_wheat_barley_oat_triticale,100,8.7,10,4.1,56.5,58,4136.8,0,0
forage,alfalfa_silage,100,0,20,0,40,71.9,4440,0,0
milk,cow_breast_milk,95,7.96,34.89,4.14,0,98,4544.95,0,0
milk,sheep_breast_milk,18,0,32.61,0,0,95,4629.15,0,0
milk,goat_breast_milk,12.9,4.81,25.43,39.3,0,95,6510.61,0,0
milk_replacer,milk_replacer,95.9,9.49,23.02,17.62,0.44,84.2,5054.46,0,0
concentrate,aroma,100,0,0,0,0,0,4140,0,0
concentrate,Vitamin/mineral_supplement,100,0,0,0,0,0,4140,0,0
concentrate,potassium_carbonate,100,0,0,0,0,0,4140,0,0
